Protein IDs	Ratio	pValue
P09382	1.05211988	0.762188
Q05209	1.052569849	0.50678
P48061	1.052997288	0.801745
P63000	1.053377884	0.645919
P05164	1.05379916	0.913803
Q99733	1.055745059	0.715837
Q9H8L6	1.055748721	0.8376
P16284	1.055823913	0.941626
P05455	1.056179842	0.655119
Q00341	1.056968849	0.408372
Q13190	1.05808187	0.62638
P61421	1.058139481	0.913176
P61224	1.058475759	0.714196
P40121	1.058625481	0.796498
O60506	1.058629678	0.615324
Q01629	1.058873839	0.819761
Q12979	1.058943139	0.637174
Q9NWX6	1.059665816	0.726073
P09104	1.060848001	0.735642
Q9Y616	1.061056523	0.65095
Q99961	1.061125201	0.67873
P40227	1.061136381	0.816182
O94819	1.061357233	0.705452
P30040	1.061398964	0.987628
P0DMV8	1.061547104	0.742333
P48729	1.061652069	0.94041
P30626	1.061772334	0.796485
Q16512	1.06233798	0.632017
P11413	1.062515549	0.628189
Q15109	1.06309952	0.786887
P55010	1.063230702	0.810321
Q8N1G4	1.063360196	0.645553
P84085	1.064161557	0.59449
P49755	1.064422932	0.740228
Q9NR31	1.064498881	0.531671
P25098	1.065096559	0.586927
Q8WZ42	1.065533299	0.669449
P09012	1.065869802	0.575814
P62277	1.065956505	0.607121
Q15056	1.066149352	0.64639
P62826	1.066184523	0.63707
Q13177	1.066437256	0.568502
Q93050	1.066491938	0.943775
P26572	1.066596426	0.711699
P62701	1.066962703	0.643332
Q8TB03	1.067641803	0.471208
Q08211	1.067849317	0.687445
Q8NBZ7	1.068136461	0.610843
Q86VP6	1.069291689	0.981402
P29353	1.069430744	0.835676
Q13885	1.069884628	0.915149
P24666	1.069925066	0.77289
P04792	1.070207954	0.901329
P04406	1.070732619	0.64103
P60953	1.071029433	0.76467
P62136	1.072178493	0.620651
Q12907	1.072347411	0.68013
Q00796	1.072815894	0.641987
P60709	1.073173021	0.925293
P68104	1.074226513	0.560775
P61221	1.074575499	0.563903
Q06323	1.074631399	0.966524
Q9Y5A7	1.074713064	0.736704
Q07866	1.075848122	0.76166
P68402	1.076308196	0.881291
P05141	1.076557745	0.99181
Q9Y4Z0	1.076755234	0.386483
P08240	1.07678673	0.595177
Q9UK59	1.077169559	0.806688
Q8ND56	1.07754588	0.599295
P62330	1.077831267	0.556068
P61011	1.07944763	0.640575
P50281	1.080013199	0.84382
Q9Y2H0	1.080631522	0.561061
Q96RU3	1.081312377	0.537965
O60884	1.081643781	0.768064
Q9NRW1	1.081762742	0.909108
Q9H4M9	1.082501855	0.632737
P84103	1.082832431	0.576367
Q05707	1.082842356	0.845898
Q9UQ13	1.084235701	0.535727
P00746	1.084434342	0.560386
Q96B97	1.085142842	0.651126
P02776	1.085200853	0.683571
P05109	1.085564962	0.540435
A5A3E0	1.08624925	0.835155
Q7LDG7	1.086624846	0.502263
P33176	1.086970226	0.875712
P14866	1.087918986	0.44774
P55039	1.088084223	0.632935
P13611	1.088390208	0.904437
Q5T0F9	1.088583641	0.599111
O00203	1.088733183	0.548539
Q99832	1.088771837	0.637914
P16885	1.08902177	0.671743
O43776	1.090007027	0.561447
P19878	1.090167608	0.500807
P45985	1.090878275	0.555896
P50452	1.090879698	0.726564
O15530	1.090932955	0.583558
P62140	1.091402958	0.710146
P61586	1.091534223	0.560258
O15264	1.092731179	0.721351
P20042	1.093170721	0.873351
Q9UKZ9	1.093525679	0.711629
Q96H20	1.094646305	0.628385
P14618	1.095149905	0.540834
P19338	1.095483514	0.414453
Q92890	1.095643765	0.54123
O95747	1.096169332	0.628654
P35240	1.09628268	0.888117
Q13442	1.096780152	0.611258
Q5T3F8	1.096788807	0.975618
Q9Y5P6	1.09716868	0.687386
P02538	1.097420781	0.670069
Q01082	1.098954648	0.575626
P07741	1.099475421	0.554715
Q9P0G3	1.099661553	0.765098
P62847	1.100496162	0.721864
P07332	1.100618444	0.796038
P41091	1.100864843	0.832316
Q9Y3E7	1.100893664	0.564046
Q9H6A0	1.101450506	0.57698
E9PAV3	1.101484937	0.577506
P51570	1.10166908	0.633861
P09871	1.102002167	0.679158
P20338	1.102596669	0.817
Q15691	1.103307313	0.469671
Q10567	1.104248605	0.960468
P33151	1.104633278	0.686788
P23396	1.104930929	0.600326
Q99729	1.105682109	0.537737
Q9BZQ8	1.10639208	0.947044
O14979	1.106508132	0.645118
Q8NC51	1.106716532	0.518603
O75348	1.107117539	0.422096
Q9NZN3	1.107496554	0.508168
P62851	1.107952948	0.579477
P40925	1.10840429	0.991044
O60825	1.10994158	0.561981
P30419	1.111147598	0.507957
P62304	1.112338582	0.551193
P48745	1.112829333	0.558391
P08571	1.113270985	0.4731
P26196	1.113363931	0.502984
O43488	1.113423398	0.8345
O00442	1.113479011	0.595039
P02649	1.113590631	0.725537
Q8TEA8	1.114045363	0.536422
Q9BRR9	1.114134912	0.507825
Q7L7X3	1.114711454	0.534101
O15523	1.114729366	0.726493
O60701	1.114880443	0.509514
P20160	1.114915986	0.832186
O60610	1.115256711	0.599421
P09651	1.116376979	0.468077
P50395	1.116438177	0.695023
O60488	1.118043814	0.731881
Q15366	1.118704003	0.385214
P11940	1.119138865	0.386136
P23743	1.119673334	0.726792
P30740	1.119857293	0.796764
Q8TDZ2	1.120399833	0.746553
Q08431	1.121073075	0.587313
O60493	1.121805257	0.517722
P60866	1.122458591	0.518078
P35268	1.123156816	0.541124
P14868	1.123302799	0.678762
Q8TDX7	1.123808475	0.587491
P00387	1.124137108	0.762564
Q15283	1.124418363	0.540754
Q9H444	1.124618944	0.615108
Q15907	1.125095609	0.757342
Q9ULV4	1.125519732	0.497742
P00736	1.125704885	0.646476
P54136	1.12589581	0.583711
O60814	1.126573672	0.593969
P58335	1.128370521	0.744559
P47813	1.128553452	0.626794
Q92614	1.130150096	0.535657
Q96AQ6	1.130226977	0.970742
Q9NTK5	1.1304807	0.45091
O60861	1.130866222	0.508424
P13796	1.131181905	0.801223
Q9BSL1	1.131328407	0.848951
Q8TCF1	1.131579095	0.705011
P62736	1.131840488	0.983895
P08670	1.131857125	0.967702
Q9Y224	1.132211298	0.533832
Q13094	1.133553367	0.401159
P30566	1.134254491	0.577941
P62312	1.136524753	0.405224
P20936	1.136553847	0.509201
Q9H223	1.136985253	0.455227
P62888	1.138603303	0.960053
Q9BSJ8	1.140954745	0.928816
P00568	1.141902082	0.508947
P54920	1.142859362	0.818696
Q9UKM9	1.143553756	0.39862
Q13492	1.143989448	0.86888
Q99615	1.144512678	0.507679
P21291	1.144558236	0.563207
P05198	1.14522643	0.538434
Q9Y3A5	1.145279892	0.44122
P30153	1.145502853	0.62152
P62081	1.146578066	0.502347
P23467	1.146799192	0.562541
P62805	1.147251401	0.599255
B0I1T2	1.147527014	0.678686
P61353	1.147784095	0.450277
O43639	1.148103271	0.562569
P31942	1.148273242	0.503852
P07910	1.148399167	0.397379
Q13822	1.14859932	0.762238
Q53EL6	1.148910768	0.401039
O00299	1.149385036	0.518311
O75116	1.150424439	0.607918
P22087	1.150763808	0.124623
Q13310	1.152749863	0.371931
O00160	1.152856474	0.472528
P09234	1.152948504	0.595576
P63241	1.153402853	0.438116
O43143	1.15356065	0.831062
P53582	1.153773898	0.57784
P06733	1.153776552	0.507909
Q7L576	1.155496542	0.563664
Q15080	1.156301486	0.502411
P04632	1.156334844	0.596936
Q9BUL8	1.15646368	0.323797
P62269	1.156686784	0.526654
P26373	1.156945433	0.611041
Q9ULC4	1.156987291	0.644772
P01137	1.15745471	0.74409
P62316	1.158054221	0.50641
P10768	1.158513998	0.422647
O95319	1.159407959	0.384838
P16671	1.159577216	0.46813
P14625	1.159664729	0.677153
Q9H8W4	1.160059164	0.50303
Q9Y4L1	1.160388005	0.678868
Q9Y3D6	1.160518437	0.600411
Q9Y3I0	1.160946182	0.420799
P25705	1.161634961	0.760908
Q9UEW3	1.161996227	0.578883
P50225	1.162552665	0.587686
Q15365	1.162660081	0.543913
P29279	1.162843721	0.537798
Q86TU7	1.162868832	0.344526
P62906	1.16350857	0.384784
P05062	1.164286143	0.539267
P06396	1.164634865	0.625995
O75563	1.164714952	0.40138
Q9Y2H1	1.16491356	0.69562
P62244	1.165030791	0.482906
O60547	1.165081295	0.875595
Q8TB73	1.165322795	0.434602
Q9UEY8	1.166253847	0.772765
Q13404	1.166309578	0.552784
P43034	1.167427403	0.795437
Q04695	1.167770356	0.782515
P12259	1.16833195	0.507283
P62913	1.168655014	0.441658
Q7L591	1.169474235	0.337907
O15371	1.169587317	0.348172
P61626	1.170553154	0.518798
Q00839	1.173318471	0.386592
P40926	1.173340961	0.784717
P31946	1.174150811	0.725289
O14960	1.17459598	0.525845
P61247	1.174646272	0.519462
Q16270	1.175281558	0.562543
P62263	1.176355784	0.405424
Q86UE4	1.176361296	0.687642
P36959	1.176446971	0.505878
P36969	1.176473079	0.610602
P32969	1.176779172	0.574442
O43633	1.177077237	0.588171
P29350	1.177258781	0.420409
Q9NSD9	1.177283065	0.644872
P63173	1.177936613	0.443369
Q04917	1.178413555	0.743613
P67809	1.179226485	0.463206
Q9UHW9	1.179574459	0.969103
P17252	1.180332384	0.506594
A6NH11	1.180849137	0.62612
P48059	1.180966387	0.509837
Q6IAA8	1.181101122	0.730395
P06730	1.181915335	0.492873
Q9UNF0	1.182337096	0.563991
P00325	1.182407403	0.450457
P26447	1.182983183	0.726694
Q15555	1.183225764	0.564947
Q9H9C1	1.183592815	0.835418
Q9NZN4	1.184024105	0.526
Q7Z5R6	1.184240176	0.476463
Q14152	1.184813283	0.609754
Q14697	1.185121127	0.440662
O43504	1.18531383	0.688702
Q8IZP0	1.186060644	0.563925
O43704	1.186210387	0.634709
Q05655	1.186844831	0.389679
Q96PD5	1.187277936	0.626025
Q15233	1.18730045	0.472983
Q14161	1.188896015	0.703471
O60749	1.189512003	0.526124
Q86YQ8	1.18964553	0.429408
P27797	1.191471024	0.705925
Q15758	1.193004354	0.862192
P18124	1.193020017	0.398159
P57772	1.193774796	0.560629
P08311	1.194361861	0.525449
O00339	1.194601573	0.507453
Q13526	1.19481951	0.640414
O60664	1.195351156	0.476987
P27986	1.195368015	0.665493
Q13201	1.195863044	0.712832
O00391	1.196247488	0.561562
A6NDG6	1.196410431	0.454433
P20963	1.197219286	0.982504
P62820	1.197586499	0.817419
P68363	1.19764532	0.937036
Q96EP5	1.197791832	0.507963
Q13151	1.198319049	0.370077
P43405	1.198455724	0.564972
P06744	1.199509774	0.509372
P15311	1.199676073	0.183884
P05771	1.200314441	0.408103
P05556	1.200861372	0.56292
Q15208	1.201272822	0.386341
P30043	1.201490238	0.415052
Q01433	1.201520663	0.888389
O75558	1.202589102	0.672622
Q9NS28	1.203060293	0.480622
P00403	1.203777351	0.686792
P54578	1.204975568	0.373328
P51659	1.205035104	0.647275
P46783	1.20524411	0.44097
Q96K17	1.206128705	0.385815
P30101	1.206682391	0.560559
P06576	1.206768948	0.851313
P31146	1.206950858	0.415525
O75608	1.207534155	0.413304
P10809	1.207676817	0.395468
Q13418	1.208160947	0.386235
P01031	1.208325212	0.71438
Q9BTU6	1.208550674	0.659576
O15511	1.209092084	0.709788
Q04760	1.209618836	0.607435
Q6PKG0	1.210394758	0.34776
P02760	1.210893475	0.670988
Q658P3	1.211678678	0.764632
O60234	1.211860611	0.502078
P61160	1.212168823	0.640986
O95379	1.212290725	0.280564
Q14766	1.212705748	0.596883
P09211	1.213203022	0.66597
O75351	1.213271774	0.399957
P30050	1.213356222	0.402094
O15143	1.21350211	0.44303
Q92954	1.213611137	0.221853
P61158	1.213969321	0.820795
Q96BJ3	1.214217954	0.472076
Q8NB16	1.214542401	0.38698
P12111	1.214610086	0.594076
Q9Y6E2	1.214862926	0.258788
P04439	1.216142302	0.468256
O15144	1.216223748	0.720779
P62241	1.217101993	0.501877
Q9UGI8	1.21737333	0.397449
Q96BX8	1.218097522	0.273404
P59998	1.218251251	0.577817
Q9Y3I1	1.218630609	0.646676
P63244	1.219515965	0.39117
P17612	1.220502085	0.34701
P26038	1.220716679	0.27656
P60228	1.221548493	0.500375
Q8NCH0	1.221580553	0.532029
O15230	1.221626472	0.595866
P53999	1.222899045	0.259351
Q07020	1.223438882	0.325402
P0DP23	1.224298975	0.608855
P55884	1.225457231	0.278286
Q86VN1	1.22551277	0.385889
Q96SI9	1.225712543	0.539229
P03950	1.225826819	0.405456
P04156	1.226824628	0.386217
P62424	1.227321744	0.508507
Q9Y613	1.2286969	0.644199
P23193	1.228999084	0.534894
P32121	1.229184973	0.386214
P30825	1.229204386	0.584192
Q8NDZ4	1.229303715	0.582558
Q03591	1.229764245	0.37432
Q9NTM9	1.229987869	0.561396
P78417	1.231540893	0.444573
Q5JSH3	1.231774371	0.433141
P09874	1.232455971	0.497911
Q92499	1.233316124	0.321846
Q92835	1.233438989	0.385349
P55209	1.233738069	0.924457
Q92556	1.234512049	0.385036
Q12905	1.235247471	0.407973
Q5JSP0	1.235354775	0.673119
A0A1B0GTC6	1.235948549	0.905547
Q13576	1.235978336	0.737901
P62899	1.236560186	0.504887
Q8WWI5	1.236693874	0.604868
Q9H0B8	1.236787953	0.486256
Q9UKA9	1.237965881	0.819338
Q6P589	1.239030888	0.289439
Q13838	1.239714686	0.299657
P22626	1.239861166	0.258492
P35625	1.239923931	0.599761
Q9NX76	1.240061596	0.807065
Q9Y237	1.240080185	0.257932
O75390	1.240211614	0.64476
P15880	1.24155124	0.372792
P51813	1.242152992	0.354133
P36507	1.242930423	0.283043
P06899	1.243213096	0.326057
P36915	1.243512888	0.3487
Q06187	1.24432125	0.399929
P62249	1.245229046	0.373826
P08567	1.245716126	0.158041
O14950	1.245738787	0.666577
P12429	1.246643562	0.384715
P51153	1.246687875	0.604544
Q15404	1.246827697	0.34478
Q53RD9	1.246884097	0.634351
Q9NT62	1.247728258	0.561876
O00303	1.248939713	0.597317
P60174	1.249010106	0.740809
P26599	1.249784606	0.33671
Q9Y5S9	1.250191278	0.283007
O95393	1.250230001	0.683875
Q9Y6C2	1.250357166	0.679563
O75874	1.25063746	0.582996
Q96L46	1.25072073	0.307339
Q9BY44	1.251950127	0.298667
P40429	1.252139684	0.538144
P35241	1.252829728	0.183494
Q6IBS0	1.253513807	0.237731
P20290	1.254760097	0.291988
P12110	1.255285924	0.54077
Q8N9N7	1.255321063	0.325853
P19525	1.255538009	0.385782
Q9UQ80	1.255556835	0.386784
Q92765	1.255800871	0.316067
P23284	1.255917386	0.380943
Q14520	1.256746533	0.623893
P04908	1.256883273	0.370775
P53621	1.257365622	0.98101
Q92626	1.258012134	0.620946
Q12904	1.258350853	0.473368
P08758	1.258856617	0.276726
P11021	1.25891488	0.472633
Q9BU40	1.259353669	0.702232
Q9NR45	1.259367236	0.383448
Q6P988	1.259433594	0.325221
P52566	1.260371194	0.492453
Q9UIQ6	1.261225904	0.727783
Q8WUW1	1.261892867	0.336802
P04275	1.262010824	0.533473
P08133	1.262158873	0.671198
Q14247	1.262331871	0.713032
P02775	1.262643637	0.561451
Q9UHD8	1.262735693	0.814587
Q7L1Q6	1.263011747	0.198205
O75888	1.265260476	0.441898
Q12906	1.265488731	0.240747
P14902	1.26630817	0.519363
Q06033	1.266538572	0.323738
P27824	1.267169823	0.559139
O43324	1.26739125	0.564685
Q8WUJ3	1.268266388	0.583032
P11169	1.26868093	0.725907
Q15063	1.271061172	0.882814
P02786	1.271221177	0.473341
O75915	1.271364184	0.705948
Q9BXN1	1.271925108	0.470187
P78509	1.272961557	0.540447
Q8TDL5	1.273653496	0.37183
P01889	1.273959961	0.443574
P07093	1.277113591	0.528523
Q709C8	1.277521139	0.663427
Q14204	1.27865792	0.66886
Q9NRW7	1.278997466	0.245176
P57764	1.279229499	0.584024
P62310	1.279438504	0.159673
Q14011	1.282607287	0.259778
P78539	1.28387212	0.875699
O15145	1.284210526	0.387046
Q8TF42	1.284432424	0.282408
O95819	1.28547152	0.170435
P04083	1.286746418	0.332302
P15907	1.286897756	0.509849
P00338	1.287034411	0.367156
Q13144	1.28813078	0.525766
P0C0L5	1.28841731	0.222936
P00451	1.289877729	0.306825
P54577	1.290445002	0.185868
P62266	1.290800641	0.441648
P12109	1.290971641	0.440709
Q15628	1.292965448	0.299805
P18031	1.293082882	0.594905
P49841	1.293196831	0.492173
P13797	1.295183049	0.563587
P12931	1.297287884	0.19501
O75787	1.298895325	0.537981
Q9Y2Q5	1.299472731	0.564097
O00148	1.299583179	0.165711
O60716	1.300553163	0.982818
P46926	1.302137997	0.835369
Q16555	1.302504991	0.504787
P12830	1.303073948	0.353826
P01732	1.303416164	0.594494
P15170	1.304057042	0.277052
P62937	1.30406671	0.0356
Q92608	1.305376602	0.195614
Q9H3K6	1.305517229	0.811692
P49840	1.306293617	0.324235
Q9Y316	1.309124103	0.45076
Q14554	1.309233683	0.385127
A0FGR8	1.309611726	0.677521
O14745	1.309783902	0.479105
P02748	1.310701764	0.440675
Q8N6M0	1.311115573	0.447218
P36871	1.311263735	0.252312
Q6UY14	1.312283402	0.640405
Q5T0T0	1.312678134	0.868151
P17213	1.316073556	0.914884
Q99969	1.316314335	0.324434
P46782	1.317286128	0.170278
Q99497	1.318788583	0.468385
Q9UJU6	1.3196578	0.74818
Q15084	1.320007764	0.989425
P49746	1.320323333	0.792255
P39023	1.320881456	0.195615
Q08209	1.321353011	0.712725
O95793	1.321355266	0.181794
P07996	1.322519924	0.56238
P08865	1.323419556	0.322389
P33908	1.32506498	0.42775
P22692	1.325767521	0.444056
Q9H078	1.326652894	0.181214
Q9Y5C1	1.327407879	0.535197
Q9Y490	1.3290554	0.633022
P83731	1.329153708	0.324605
Q02094	1.330046109	0.933677
P52848	1.331606602	0.685427
P23229	1.333121224	0.356218
P49863	1.336396013	0.388045
Q8NCG7	1.336602213	0.63221
Q99704	1.339223546	0.476895
P05106	1.340677509	0.295551
O43583	1.342224169	0.4095
Q8N7M0	1.34548335	0.443152
Q15746	1.345933371	0.63876
P62993	1.346306477	0.274268
Q8N392	1.34765875	0.197394
Q02878	1.349117872	0.16974
P05067	1.349965886	0.392468
P42330	1.352460906	0.420007
Q96CP2	1.352699111	0.841024
O15498	1.354174355	0.363353
Q9Y3U8	1.35534256	0.538684
P07814	1.355532748	0.364978
P08493	1.357679478	0.101608
Q14240	1.357817608	0.0704262
P63279	1.358981432	0.325368
P14174	1.360375115	0.404801
P63104	1.361469718	0.54252
Q99536	1.362951165	0.167013
P04278	1.364214187	0.563227
Q02750	1.368704586	0.166649
Q9Y277	1.369149473	0.905185
P29122	1.371694105	0.378535
Q9GZT8	1.372343293	0.267369
P37837	1.373031378	0.0941895
O60704	1.374335682	0.440858
Q15942	1.374598626	0.537394
Q59EK9	1.375082013	0.385551
Q6UXI7	1.376155939	0.361794
P13667	1.378648952	0.29214
P43403	1.379391155	0.474607
Q09666	1.379633237	0.199157
Q96DE0	1.380315062	0.626357
Q9NRY5	1.380367288	0.258216
P13473	1.380951361	0.572335
P60660	1.382866615	0.562094
P42331	1.383598646	0.561416
O75131	1.383970535	0.263209
Q9BT23	1.38484682	0.322937
P53004	1.387999321	0.130048
P35580	1.390124356	0.257846
P35749	1.39067885	0.1696
Q15582	1.392305419	0.258662
Q5TEC6	1.394565077	0.34934
P47755	1.396271163	0.518146
P05154	1.397347792	0.349882
Q53H76	1.399409357	0.507494
Q9UBX1	1.401274264	0.71936
P49591	1.401319025	0.250279
P38919	1.402062911	0.324634
P41240	1.402354872	0.408862
P02788	1.403773464	0.719687
P07766	1.408090548	0.740837
Q9BUP3	1.408555612	0.307529
Q01813	1.408711293	0.369668
Q9NRN5	1.409793345	0.533421
P09960	1.4100059	0.196529
Q9NPF2	1.410524938	0.736055
P22061	1.411291241	0.651199
P03956	1.41222713	0.253183
Q15833	1.412318624	0.153268
Q7L2H7	1.412841363	0.562828
Q9BXS5	1.414200374	0.632111
Q07954	1.414341493	0.517952
O00194	1.416365554	0.766064
Q9HCB6	1.418504626	0.335502
Q9UBQ5	1.42164452	0.302961
Q01970	1.42275576	0.119096
P11216	1.422984232	0.670996
Q9NR56	1.423267797	0.10855
P08514	1.426668276	0.186876
Q9P2E3	1.427541313	0.368757
Q9H8M5	1.430564005	0.7437
O00139	1.430786519	0.317499
P10646	1.431043687	0.0682105
P36578	1.431698774	0.187182
Q14141	1.433155599	0.412361
Q9P289	1.435114249	0.222615
P09525	1.435305328	0.579603
Q8WUA8	1.435415877	0.669795
Q5TB30	1.436798315	0.170446
P27361	1.440726539	0.196583
Q15019	1.440802739	0.563375
P35579	1.442281322	0.196503
Q9HBI1	1.442785436	0.258464
P55103	1.443142677	0.0474286
Q3ZCW2	1.445825623	0.456836
Q70J99	1.44624794	0.450944
P13686	1.446981305	0.203084
B5ME19	1.453972744	0.185533
P52209	1.455229593	0.347431
P37235	1.455437589	0.641646
P13639	1.463414908	0.181205
Q9UJW0	1.464132265	0.624847
P23528	1.464173773	0.1246
Q07955	1.464809672	0.205308
Q6UXI9	1.465272869	0.0591667
Q7Z7G0	1.465557309	0.324637
P07737	1.466488379	0.0490588
P61081	1.468942981	0.0735385
Q9Y6X5	1.470721193	0.307686
P07998	1.471292205	0.642973
P62495	1.47675427	0.0810127
P16298	1.479151375	0.351326
P0CG36	1.480386768	0.399062
Q8TER0	1.480900052	0.476693
Q9BWS9	1.481183387	0.179835
O43768	1.484745378	0.215004
P55145	1.487032839	0.229237
Q9UKY7	1.487502516	0.972631
O94812	1.488486467	0.326218
P62910	1.489729902	0.28038
Q9NUV9	1.490343917	0.305261
Q01469	1.491237395	0.362121
Q9BZ23	1.493046407	0.52007
P40197	1.496375842	0.405149
Q14644	1.499779931	0.246832
P00558	1.502396751	0.0593469
Q9UK96	1.502535421	0.748837
Q99941	1.507600861	0.216054
Q16181	1.509895704	0.378595
Q05315	1.511268113	0.68705
Q8NFW8	1.512389363	0.727551
Q86UX7	1.514248047	0.0648302
P50995	1.514764611	0.124496
Q7KZF4	1.521421049	0.153472
Q9UBQ7	1.525699745	0.0811507
O14672	1.530243094	0.509442
Q12805	1.530325525	0.0474146
Q96HF1	1.531312179	0.173146
P18627	1.531585221	0.170173
P21926	1.531604834	0.249698
P60520	1.532017548	0.670133
Q86UD1	1.533062503	0.122085
Q14956	1.537096896	0.945278
P09110	1.538644876	0.44591
Q8N6H7	1.541868225	0.133906
P50914	1.546483101	0.0487273
P52565	1.548547306	0.323632
Q92743	1.550265356	0.351375
O75190	1.551437332	0.796421
P14649	1.554499803	0.411141
P11150	1.561911677	0.227813
P49184	1.562508907	0.373475
Q27J81	1.564071092	0.125176
P14543	1.565348273	0.460174
P07359	1.568990021	0.608966
Q15762	1.57115401	0.353863
Q52LJ0	1.572482373	0.633636
Q9GZZ1	1.573096695	0.0832093
Q9Y251	1.574228413	0.373632
O94769	1.583994747	0.600734
Q6UWY5	1.586233973	0.386039
Q9BY76	1.586248416	0.598779
P18206	1.586702518	0.561915
P17301	1.588395742	0.249233
P49407	1.588423867	0.07968
Q8NBP7	1.598068322	0.196468
Q8WVY7	1.599310505	0.318436
Q9UNK0	1.600813517	0.744851
P08254	1.603416332	0.258441
P09417	1.607912726	0.185749
Q96C24	1.609901424	0.467786
P62829	1.61853535	0.117593
Q9NUU7	1.620946838	0.204498
Q15113	1.626592635	0.115607
P09486	1.627636115	0.56345
Q92896	1.629327353	0.481684
Q658K8	1.629610302	0.378661
Q12882	1.634689131	0.424257
P23560	1.638358311	0.3228
Q9Y2Q3	1.640427372	0.169846
O00159	1.642531767	0.492969
Q9H4B7	1.642841298	0.798485
P21333	1.643275575	0.563077
Q15198	1.650471363	0.303542
Q6UX71	1.651771216	0.378779
Q9BR76	1.657432078	0.262801
Q8NET6	1.658306943	0.0268333
P23381	1.659312199	0.0804865
Q12797	1.659959192	0.283347
Q86U17	1.670623068	0.0514667
P14770	1.675239272	0.524074
Q7Z3C6	1.676211156	0.263043
P22694	1.680407424	0.404209
P30086	1.680632978	0.047907
P58166	1.681702472	0.15365
Q9Y6K5	1.681957302	0.625929
Q14213	1.685040945	0.38675
Q8NES3	1.685547823	0.327134
O00429	1.686479048	0.277352
Q13325	1.687376377	0.502016
O43707	1.687989093	0.477003
Q96CG8	1.697435068	0.0819512
Q9NR50	1.699096026	0.153787
P37802	1.70624345	0.137221
Q9NR12	1.712086209	0.625791
P28838	1.713654149	0.082988
P00488	1.714158817	0.625988
Q9HDC9	1.73074795	0.222362
P19086	1.75759603	0.35918
Q99685	1.763169152	0.399765
P51888	1.765610891	0.18563
P16152	1.768412332	0.0262857
Q16394	1.770031808	0.0970722
P62942	1.781089389	0.106407
P35443	1.808196824	0.196736
P68366	1.811119762	0.632483
Q9UBS4	1.813528974	0.205991
P10124	1.818444589	0.324032
O95810	1.81867099	0.119298
O60524	1.828231814	0.19802
P46109	1.839656812	0.237406
P08779	1.840548837	0.711698
Q8NF50	1.849001848	0.923728
P13224	1.858927221	0.640731
P18065	1.862257269	0.204533
Q9NQ79	1.869840067	0.0102857
P12814	1.873881335	0.687089
O75083	1.881141695	0.354187
Q9H299	1.891813984	0.585097
P19971	1.904435232	0.074303
O95786	1.90773729	0.564013
P60842	1.917022085	0.0222
P13501	1.943414399	0.401035
P02751	1.963562385	0.623867
O15126	1.97065216	0.889634
Q07960	1.99544562	0.10683
Q6UXH0	2.034136846	0.0713651
Q9UBX5	2.040922091	0.01
Q14517	2.042419911	0.0281538
P24844	2.042481983	0.672794
Q6UWH4	2.055568835	0.102574
O43405	2.058243336	0.19676
O15467	2.088814008	0.135287
Q2M2W7	2.110560725	0.0338571
Q9NR99	2.115002572	0.082619
P16109	2.11661492	0.526059
P67936	2.123136047	0.711385
Q4LDE5	2.153113959	0.131524
Q99972	2.168692851	0.324861
O15204	2.220005495	0.0655385
O00151	2.241610289	0.739537
P09529	2.256265064	0.0861778
O75339	2.265169581	0.141612
P36222	2.397950267	0.258299
P00750	2.418389971	0.0354483
Q9UQN3	2.445163917	0.820645
Q9NZK5	2.694796417	0.0539574
P20774	2.708430975	0.0485714
Q4G0M1	2.745493588	0.215892
Q99988	2.935755437	0.005
P38646	2.979355272	0.679026
P39060	3.234489024	0.143533
P02452	3.32993797	0.467923
P55774	4.186745858	0.0786857
P55060	4.569723031	0.727925
Q16822	5.151388709	0.180281
P13807	5.686951441	0.861571
