Protein IDs	Ratio	pValue
P07093	1.117413522	0.540257
P61077	1.117521209	0.384585
Q96C24	1.117957176	0.82451
Q04637	1.120077631	0.358363
O76094	1.120577087	0.28338
O15511	1.12066381	0.99628
Q9Y4L1	1.120890595	0.701029
Q9GZT8	1.123029619	0.285307
Q9NRN5	1.123171474	0.866088
O00203	1.123436455	0.223042
Q9UBQ5	1.125019405	0.629212
P01137	1.125923049	0.783964
Q86U17	1.126708868	0.892472
Q9HBI1	1.126940668	0.869174
Q86U42	1.127888651	0.117747
Q96HF1	1.127998694	0.406474
P52566	1.128841341	0.827105
Q27J81	1.129950062	0.709537
P12109	1.130258761	0.642772
P00568	1.130367131	0.748831
Q16539	1.130868226	0.173227
Q4KMP7	1.131191209	0.382351
Q01970	1.134152953	0.261403
P47755	1.134496647	0.737226
Q13057	1.13497505	0.578627
Q4LDE5	1.135385356	0.453076
P30101	1.136531669	0.733145
O43427	1.137069925	0.35018
Q15582	1.137914976	0.496498
P42768	1.137935962	0.0943493
Q99828	1.138317653	0.906473
O75558	1.139696153	0.953817
P05556	1.140023697	0.741696
Q16822	1.140036101	0.095073
P52848	1.140159973	0.978662
O60331	1.140433366	0.70316
Q13418	1.140877141	0.578543
P55103	1.141483922	0.277052
Q9UEY8	1.141676466	0.477668
P08238	1.142101004	0.866201
Q14247	1.142554336	0.872002
P13667	1.147141941	0.925005
Q14644	1.147385518	0.672772
P12830	1.14773731	0.285662
Q9UK96	1.148027635	0.396999
Q07666	1.148738161	0.763379
Q9NP79	1.148759814	0.163357
Q9H4B7	1.149849575	0.796355
Q15942	1.149885853	0.52141
P04439	1.149915678	0.907046
Q8TCF1	1.150179398	0.227091
O60547	1.150784392	0.852777
O43707	1.151026933	0.91892
Q3ZCW2	1.151650101	0.893637
P18627	1.151813753	0.540357
Q9NWX6	1.151818307	0.738429
P53621	1.152269646	0.453246
O43390	1.152361517	0.17781
Q9Y4F9	1.152725235	0.242889
Q5TC84	1.153567514	0.426712
P62834	1.153924041	0.360827
P00451	1.155570802	0.582618
Q8IWA5	1.155587797	0.25326
Q14766	1.156556789	0.702006
Q92974	1.157575953	0.300627
P09529	1.158678536	0.603876
P20339	1.158828481	0.150635
Q16181	1.159181371	0.672729
Q6ZT62	1.160544139	0.063753
P46940	1.160961391	0.111908
P68371	1.161103507	0.683745
Q14554	1.162228711	0.996164
Q15113	1.16275144	0.234676
P14174	1.163596796	0.934481
Q96CG8	1.164391349	0.316715
P02452	1.164528488	0.902586
P11150	1.16555593	0.260676
Q15052	1.165896561	0.59589
Q9HA64	1.166153808	0.441411
Q9UHD8	1.166407784	0.942601
P60953	1.166605572	0.701038
P61158	1.168339154	0.860249
P05388	1.169573839	0.332767
P80723	1.17021507	0.701627
Q12805	1.170446607	0.32351
O43516	1.170844073	0.0467047
Q9UQN3	1.171362924	0.996591
Q6UXH0	1.171881166	0.638605
Q15762	1.172061448	0.918876
P16109	1.172477998	0.996228
P05109	1.172869189	0.115052
Q9BWS9	1.172978864	0.981901
Q15019	1.173681483	0.975457
Q15404	1.17462963	0.617791
P35443	1.174933812	0.708872
P04430	1.17511963	0.223578
P33121	1.175211858	0.318364
P62314	1.175458336	0.114476
Q14289	1.175903736	0.216912
B5ME19	1.176906913	0.177215
P03956	1.176922584	0.659771
Q8NES3	1.176963027	0.737178
O15144	1.177222405	0.826497
P27701	1.17823011	0.284596
P02786	1.178581375	0.350278
P30040	1.179129709	0.854781
Q9NQ79	1.179388676	0.417735
P42766	1.182088595	0.234075
Q14152	1.182369648	0.141332
P14543	1.184136138	0.941971
P46976	1.184682581	0.359131
P63241	1.184699256	0.326715
Q9Y490	1.186186751	0.996454
P61981	1.186190602	0.958038
Q00688	1.186195167	0.0826567
Q4G0M1	1.187625507	0.533948
P43487	1.187717377	0.44123
Q92930	1.188639905	0.234218
O43488	1.188940008	0.742545
O75822	1.189248574	0.160056
P26639	1.189311585	0.397859
P14868	1.190050469	0.293265
P62316	1.190965524	0.261988
Q13283	1.191139263	0.431238
P62312	1.191873834	0.261107
Q14141	1.192224971	0.997283
Q9UBW5	1.193649679	0.093762
Q9H444	1.193934043	0.107378
P12724	1.194217972	0.625968
Q15084	1.194836915	0.983072
P55957	1.194945584	0.356404
Q9BRG1	1.195062533	0.22326
O43314	1.195374703	0.276442
P36578	1.1954859	0.17218
P10768	1.19613195	0.557284
P39060	1.196354151	0.52374
Q04917	1.197564725	0.63891
Q9Y2V2	1.198776687	0.310234
O60869	1.201949365	0.169176
P62328	1.202100554	0.974707
Q05209	1.202750695	0.164807
Q01130	1.202779365	0.0456284
P0DP23	1.202862826	0.954192
P26368	1.203207903	0.048656
P51888	1.204980161	0.403701
P61160	1.205028952	0.600255
Q7L7X3	1.205050263	0.086696
Q9BQ61	1.205769231	0.087673
P60174	1.206559896	0.954818
O00442	1.206963326	0.489387
Q6ZUJ8	1.207378789	0.356152
P62258	1.209765869	0.871843
P10646	1.212180942	0.117172
P52790	1.212518563	0.406472
O15467	1.213270985	0.623707
Q9NTK5	1.214021281	0.148252
P50552	1.214102159	0.043028
P24666	1.214764322	0.566593
Q92626	1.214899396	0.704019
Q9UPT5	1.21846315	0.41305
P00966	1.220041672	0.38516
Q9NZZ3	1.220084455	0.0724645
P21926	1.220485481	0.964897
Q92841	1.22124374	0.0769521
P13686	1.222876416	0.233947
Q6UWY5	1.223523598	0.682037
P17931	1.223911178	0.557797
Q14011	1.224165548	0.32109
O60704	1.225856069	0.269156
Q15056	1.225993477	0.0952605
P25685	1.229118802	0.0808533
Q09666	1.230676396	0.121335
P06744	1.230713671	0.352207
Q9NR56	1.230824869	0.234351
Q01813	1.231648103	0.43092
Q9UKM9	1.233630229	0.161984
Q9NR99	1.234321657	0.601763
Q96SI9	1.235733536	0.448789
Q15907	1.235832364	0.164751
P30740	1.235896081	0.353139
P49757	1.236326435	0.074195
O00299	1.236412291	0.335917
Q9UQ80	1.236415985	0.403678
O75348	1.236657327	0.0198081
Q8NCG7	1.237303153	0.970335
Q66K74	1.238244232	0.0739427
O94804	1.238441443	0.0809091
P61106	1.239609867	0.124381
P58166	1.240101734	0.570475
P11940	1.240519964	0.0104211
P26373	1.241185876	0.21564
Q16555	1.242174792	0.537241
P16284	1.24242527	0.861107
Q9Y5P6	1.243004703	0.408485
P01116	1.243470711	0.0682559
Q92890	1.243937881	0.126833
Q9H9C1	1.244806379	0.0583473
P16671	1.244930058	0.831376
P06730	1.245708677	0.205086
P08708	1.245850107	0.242779
O15162	1.247826996	0.628275
P07996	1.247978038	0.575081
Q14008	1.247994237	0.0756651
Q9BUJ2	1.249130249	0.0866882
Q96P11	1.249268711	0.0717789
O00194	1.250363064	0.751014
P05089	1.250436346	0.34437
Q13201	1.251020289	0.442667
P40197	1.251925062	0.583728
P0CG36	1.253681125	0.803067
P61088	1.253886675	0.115968
P67809	1.254032085	0.092733
P21291	1.254162619	0.185549
O00160	1.255912223	0.151814
P61224	1.257107432	0.312721
P61006	1.257112898	0.212696
P36915	1.258430654	0.111031
P41091	1.25992702	0.0905115
Q9UK45	1.260316311	0.0589104
P31946	1.260703009	0.969889
P41220	1.26106408	0.128485
P17213	1.263195077	0.504257
O15145	1.263366829	0.427581
Q8NFW8	1.263793458	0.901981
P05387	1.264596511	0.180369
P28676	1.264836843	0.544
P12429	1.26549697	0.139891
P25686	1.265918891	0.65583
Q96H20	1.266191837	0.124612
P04083	1.2662303	0.222194
O75937	1.268921438	0.0687517
Q9UBP0	1.27101782	0.0317245
O94812	1.273815057	0.841049
Q99497	1.273952168	0.56648
P15311	1.275130482	0.0158291
P12814	1.275290482	0.677091
O15204	1.275541596	0.231791
O95777	1.275706179	0.0817108
Q12802	1.275819589	0.0547576
P15880	1.276334826	0.0709707
Q92743	1.276590559	0.599912
P48444	1.277881211	0.691333
P60842	1.279740288	0.595537
Q9UBS4	1.280085324	0.563692
Q92619	1.28023582	0.116176
Q15691	1.280411366	0.0757698
Q9Y3A5	1.280517115	0.0600712
Q04695	1.282624342	0.281882
P98171	1.284947024	0.051125
Q9NR12	1.284969815	0.50675
P17301	1.28702747	0.741957
Q6UWE0	1.287055551	0.151871
P78362	1.288101775	0.0894624
Q8WY91	1.288944026	0.426397
Q8TF42	1.290517522	0.182865
P11586	1.291024829	0.193258
P20160	1.292053628	0.957737
P27448	1.292810709	0.045775
Q9NRY5	1.293206207	0.285915
Q10567	1.293441311	0.233708
P16333	1.295121212	0.233933
P48735	1.29522756	0.242976
P21333	1.295555399	0.792188
Q9P258	1.296408959	0.094436
P38159	1.296615885	0.0430776
P09211	1.297543098	0.566689
Q14204	1.298114306	0.283525
P38117	1.298226399	0.186204
Q16537	1.298679443	0.0625536
P36873	1.301490871	0.0904669
P63000	1.30389713	0.0184791
P47813	1.305595267	0.066798
P55010	1.306912098	0.0237806
Q13310	1.307657505	0.0210314
P02538	1.307738141	0.952553
Q9UJ70	1.308174188	0.204939
P29122	1.309555156	0.34806
Q9Y3E7	1.310653327	0.0169756
Q01844	1.311506901	0.0503432
P23381	1.31346263	0.355799
O60716	1.314229686	0.121562
P78417	1.314556797	0.582445
P62750	1.314818956	0.03244
P09486	1.315547624	0.186131
P53999	1.31597338	0.0471643
P08254	1.3160772	0.187333
Q9HC35	1.316235759	0.100668
Q96DE0	1.316582591	0.638588
Q00341	1.319088447	0.119186
Q14520	1.319436617	0.557339
O43815	1.319668601	0.121611
Q9H8W4	1.319689	0.0379635
Q9Y6C2	1.320318794	0.335528
P08567	1.323512297	0.0463621
P23560	1.324435125	0.335795
P78344	1.32446418	0.0587648
Q9H9H4	1.324519845	0.0495348
Q13442	1.325736279	0.0363474
P61204	1.327059428	0.103967
O00186	1.328163173	0.0386071
Q5T3F8	1.328800799	0.194684
P29401	1.329476986	0.13737
P37235	1.331238737	0.888597
O60234	1.33321932	0.115323
P22061	1.333359608	0.134915
P36871	1.333515915	0.087478
O15400	1.334010061	0.152391
O75563	1.334155649	0.0588116
Q3YEC7	1.33490943	0.0492908
Q9ULV4	1.335218759	0.0377376
O15143	1.335333027	0.0977908
Q15233	1.335755463	0.0352745
P00325	1.33577168	0.521306
P62826	1.335899465	0.0615692
P62310	1.336345228	0.0303441
Q14258	1.336394807	0.0983175
Q9BXJ9	1.336516179	0.0404035
Q8TD55	1.33683671	0.120423
P10124	1.337026894	0.708954
Q9NZB2	1.337152836	0.0584599
O94874	1.337269947	0.0783938
A0FGR8	1.33934901	0.355278
A6NDG6	1.339382171	0.148952
Q92888	1.340144969	0.0213196
O60664	1.340709351	0.24398
O95747	1.34154556	0.0486036
O43639	1.341960919	0.176679
Q8WWI5	1.343601884	0.531686
P19971	1.344766866	0.584079
Q96QH2	1.346803208	0.0304894
Q15785	1.347110828	0.113675
Q93033	1.34723557	0.117049
P62241	1.348065979	0.0378
P61353	1.348164618	0.0706667
Q15555	1.348348879	0.078384
O94769	1.350155442	0.50184
Q96AG4	1.350647754	0.0349831
P06737	1.350727975	0.368764
Q8WUR7	1.350914414	0.141087
P55209	1.351069944	0.296294
Q7Z6I6	1.352161458	0.102136
Q9NR31	1.352809078	0.112022
O43405	1.353047466	0.17962
P46783	1.353271424	0.0741606
Q15046	1.353829983	0.0548851
Q8TDZ2	1.354735726	0.114275
Q9Y251	1.355337575	0.496748
P53004	1.355338075	0.277686
Q6IAA8	1.355746608	0.0613474
Q5K651	1.356707974	0.131163
P43250	1.357740889	0.0287932
P37108	1.35835404	0.025425
O75427	1.359108654	0.054611
Q14240	1.359718934	0.0440427
Q9Y2Q3	1.359811543	0.0550977
Q6UWH4	1.360331183	0.18342
E9PAV3	1.364651439	0.029547
Q8N7M0	1.365057683	0.293566
P49184	1.366416997	0.0612085
P23229	1.367247217	0.996226
O60506	1.367436232	0.0264431
Q6WKZ4	1.369114386	0.028433
Q9BZF1	1.370001748	0.0270471
Q8N9N7	1.372829336	0.0842143
Q9Y295	1.373225002	0.0427391
Q96EY5	1.37390387	0.0554796
Q9UK59	1.374117871	0.10447
Q9Y5X3	1.374457385	0.0589236
Q2M2W7	1.374850871	0.0463354
Q9H2K8	1.374869214	0.0378861
Q13190	1.375299306	0.0317545
P08758	1.377444504	0.304729
Q9Y5S9	1.37748222	0.0702171
O15117	1.377816465	0.0346471
P16298	1.378486534	0.233959
P20042	1.378521472	0.031736
Q86UE4	1.379666678	0.0595635
P98179	1.380549637	0.0141132
P15498	1.382341402	0.0852094
Q9BUL8	1.38288755	0.00979817
Q9Y4Z0	1.382944254	0.0292299
P11234	1.386458379	0.0262317
Q9UKY7	1.386865231	0.0842683
Q13404	1.387065855	0.0374562
P61421	1.387473305	0.107477
Q8TDL5	1.388989371	0.285648
O95379	1.389157686	0.0364558
P07741	1.389716008	0.0381124
Q2M2I8	1.393612651	0.0325213
P49458	1.3944849	0.0525261
O14617	1.394523938	0.0262545
O43586	1.395260398	0.0279769
P49840	1.396110964	0.0687597
P00338	1.396543924	0.255507
P20774	1.39689339	0.274498
Q9P2J5	1.39715341	0.0740759
Q99490	1.39718342	0.031814
O14979	1.397645326	0.0303135
Q8N1G4	1.397899767	0.0140741
Q9ULC4	1.398496893	0.0847644
P09651	1.400285728	0.00988
P07327	1.400295364	0.471807
Q07020	1.401769887	0.0224678
Q96RF0	1.402189035	0.074187
P18124	1.405355282	0.0142476
P11766	1.405699902	0.269081
Q9NZN4	1.406196948	0.0210519
P04406	1.406316669	0.00957576
Q6JBY9	1.406436337	0.0197353
O75390	1.407073579	0.226344
Q93050	1.408116481	0.115567
P61978	1.41040444	0.0139522
P52565	1.411318681	0.350469
Q9NPF5	1.411462892	0.2229
Q8NDX1	1.411543935	0.0230667
Q9NZN3	1.411742139	0.0166777
Q9Y450	1.411921363	0.0167377
O14672	1.412402042	0.768549
P30626	1.412523117	0.901891
Q9BTU6	1.412648275	0.116
P05198	1.412718525	0.0317884
Q86V81	1.412750571	0.0201727
O00178	1.413427917	0.0248535
Q8IV04	1.413464344	0.0250127
Q13459	1.413639978	0.0383049
P46781	1.414118438	0.0271603
P62081	1.416611499	0.0303542
Q02878	1.416685802	0.0356
P13473	1.418128319	0.293505
P53582	1.421640907	0.0231456
Q13492	1.425300994	0.408396
Q92804	1.425949613	0.0260677
P35268	1.427144279	0.0177143
P39023	1.427896428	0.0209296
P35637	1.429567132	0.0239486
Q96T51	1.430097773	0.962028
Q92900	1.431383896	0.0445
Q9UQ13	1.431493383	0.0131485
P08631	1.43380061	0.122772
Q99961	1.435698434	0.0355924
Q0VGL1	1.436961933	0.177745
Q53QZ3	1.43722322	0.0915442
Q96B97	1.437569712	0.116978
P14598	1.437956083	0.0209123
O14526	1.43811885	0.0512685
P31942	1.438307335	0.0542486
P35241	1.438395544	0.0133854
P37837	1.43986829	0.0348916
Q99829	1.441945058	0.0705532
P51991	1.442038178	0.0192453
O15264	1.44223513	0.161846
P41227	1.443399118	0.0341916
Q5T0F9	1.443534023	0.0356217
P20338	1.444605728	0.150715
Q92882	1.444629523	0.054229
Q6P589	1.445314039	0.0117468
P17612	1.445752132	0.0555382
Q15365	1.446595607	0.0741841
Q99536	1.447465064	0.0543848
Q13526	1.448074538	0.0798174
P14866	1.448434975	0.0121185
P30086	1.448809947	0.0455816
O00571	1.449889378	0.0125079
Q13094	1.450683957	0.0121304
P62851	1.45151256	0.0171155
Q8TCU6	1.453782899	0.0348558
Q14677	1.456587177	0.01184
P09012	1.457731956	0.0140092
Q08209	1.458376335	0.720724
Q14166	1.46081697	0.029095
Q15027	1.462708703	0.0261884
P43490	1.464163692	0.0399029
P62899	1.466234121	0.0740192
Q9Y2R2	1.46638433	0.144507
P39019	1.466561305	0.0316103
O43768	1.467433412	0.0363712
Q13136	1.467476476	0.0649063
Q6PKG0	1.468387321	0.0435546
Q9H078	1.468990819	0.0251069
Q9Y5A7	1.469272399	0.0443582
O95819	1.471008647	0.0109032
Q96JH7	1.472404708	0.110773
P61221	1.472928166	0.143745
Q9Y2H0	1.473426251	0.0184627
P26038	1.475179281	0.00814286
P22626	1.476256446	0.00989011
P09525	1.476658403	0.682816
P57737	1.4770327	0.084214
P36507	1.478203693	0.0203011
Q14517	1.478550408	0.0567808
P22681	1.478617115	0.0146606
Q99729	1.479793774	0.0119221
P50914	1.481567271	0.0612602
Q9Y6E2	1.483038222	0.0146545
Q14103	1.484678777	0.0159489
P40429	1.486128947	0.0126392
P14618	1.486900283	0.0117616
Q9Y2H1	1.486963121	0.0585874
Q8NE71	1.487229591	0.0184885
P49137	1.488197528	0.0109508
Q9Y3I0	1.491452162	0.00953488
P68104	1.492732728	0.0118779
Q8WU79	1.493191166	0.0764025
P61081	1.49383993	0.0124043
Q15366	1.494285744	0.0287753
Q04760	1.49450021	0.260405
P62906	1.496273021	0.011972
Q9UL25	1.496774904	0.00506667
O60573	1.499239749	0.0547297
Q7KZI7	1.499739503	0.0130653
P62753	1.500133276	0.0117514
O43633	1.500213349	0.00977778
Q6VY07	1.500401227	0.0140837
P62249	1.501273588	0.0116074
Q9UIQ6	1.501748234	0.115893
P25098	1.502323861	0.00992857
A6NI72	1.502571079	0.00976623
P36969	1.502823343	0.0624541
P62937	1.502928167	0.0104
Q96K17	1.503016017	0.0166584
O60749	1.504717907	0.073376
Q12979	1.505056084	0.158637
Q99439	1.505277466	0.0554
Q9H939	1.506257826	0.0132353
P62277	1.506309194	0.0157069
P48634	1.506334443	0.0317083
Q7L1Q6	1.506692019	0.022381
Q8NC51	1.508051884	0.0287119
P23396	1.510845795	0.022936
Q15758	1.512140072	0.557051
O00148	1.512326159	0.0262997
Q9Y237	1.513576842	0.033062
Q9UNZ2	1.513728794	0.305253
P45985	1.515829622	0.149046
Q86YV0	1.51682972	0.0121978
Q92499	1.517350982	0.0100274
P17252	1.518269577	0.012
Q7LDG7	1.519341409	0.019707
Q8ND56	1.519347487	0.0356981
Q7Z7A4	1.519647354	0.0130558
P46926	1.520304383	0.408312
Q9Y3U8	1.520639939	0.0307546
P60866	1.520715843	0.0117838
O15305	1.5211738	0.109021
O75190	1.522213908	0.0696385
Q70J99	1.522305519	0.427673
P47914	1.52268324	0.027193
Q8TDX7	1.522995867	0.0117647
P20290	1.524049014	0.0148235
P51153	1.524827454	0.0977933
P84103	1.526144369	0.0117188
P30044	1.526821183	0.0389067
P0DMV8	1.527433753	0.0511891
P54920	1.529113221	0.01326
P46109	1.529517178	0.185484
Q8TB03	1.531030796	0.0517437
Q99972	1.531464236	0.223359
Q13151	1.532090595	0.011673
Q9H8M5	1.536314998	0.215671
Q16512	1.537478261	0.00961905
P08240	1.538100292	0.011863
Q9HBI0	1.538771478	0.0108571
P62701	1.53982786	0.0117231
Q00796	1.542560881	0.198156
O43566	1.54320689	0.0350983
O60524	1.545287573	0.035639
Q96BX8	1.546597391	0.0125744
Q53EL6	1.547923536	0.00972308
Q9NRW7	1.548423721	0.0123422
Q96AE4	1.549261369	0.0101972
Q9BSJ8	1.550436079	0.0497698
P06733	1.551128276	0.0186409
Q86YQ8	1.552555481	0.0378856
Q13838	1.553557553	0.0213793
Q9H4M9	1.555310082	0.00979487
P49407	1.556294219	0.0298849
P16152	1.557635285	0.0346927
P62495	1.559694833	0.0201011
P55795	1.560868791	0.0350388
O15371	1.565718148	0.00936842
Q9NTM9	1.567874656	0.0265401
O60488	1.571441636	0.0135652
G9CGD6	1.571911933	0.0115394
P46782	1.572426725	0.0118095
Q15833	1.572807149	0.0260557
Q16644	1.572988483	0.0105882
Q9NS28	1.575793734	0.0317732
P62263	1.577671218	0.00952381
O95793	1.57779289	0.0120292
Q8IYJ3	1.577854768	0.0309081
Q15172	1.578659302	0.011942
P31943	1.580317004	0.00955789
O75608	1.581162387	0.0701478
P17844	1.585378559	0.0101786
P52272	1.58547196	0.0116522
Q9Y371	1.586724417	0.0462645
O95319	1.587548281	0.0586331
Q01082	1.587726976	0.0153128
P55039	1.588903497	0.0101111
P83731	1.589734413	0.0118107
O43583	1.589958585	0.113537
Q9BXS5	1.590495949	0.064628
Q15796	1.590994617	0.0130909
Q13177	1.591001023	0.0271085
Q96RU3	1.591982552	0.0121176
O60861	1.594619532	0.0184062
P07737	1.596762335	0.0230619
P27986	1.597766114	0.0206406
P62136	1.597895506	0.0098
P63104	1.601308233	0.785022
P26196	1.602321814	0.0118118
P62140	1.603853237	0.013194
Q8NB16	1.603996256	0.0153628
P13224	1.606222251	0.609491
P19086	1.611734708	0.683225
O75874	1.615244067	0.0349565
P30419	1.615409515	0.0375046
P07359	1.615851074	0.844689
Q15438	1.616586916	0.0478704
P61586	1.617393995	0.0088
P51813	1.620152457	0.01
P10155	1.621458481	0.0140374
Q93015	1.623575759	0.0229189
Q9Y2Q5	1.62544997	0.015513
P54577	1.627478723	0.0120301
Q9Y2U5	1.628039211	0.0307725
O60825	1.628302757	0.0430649
Q99988	1.631676072	0.0118571
Q9UBX5	1.633068834	0.0116589
P00488	1.636947782	0.993852
P63279	1.637912461	0.023
P30050	1.638160416	0.0122378
P60520	1.639400182	0.0251483
P11413	1.640148915	0.00909804
P40121	1.646190649	0.124979
O43704	1.646797307	0.0267611
P51812	1.647340581	0.0118298
O60493	1.647994898	0.0161356
Q9UBQ7	1.649615309	0.0506353
P61247	1.650203287	0.0107333
Q9NR45	1.652453649	0.0479919
Q86TU7	1.652669238	0.0208057
Q9NZK5	1.653245334	0.29485
P62266	1.654953086	0.00967089
Q14161	1.657377829	0.0265833
Q9H223	1.657651709	0.0186308
P37802	1.657941054	0.128913
Q9NUV9	1.658152257	0.0690818
Q9UHW9	1.658739533	0.023098
P08865	1.65885439	0.0390067
Q9BZ23	1.659553578	0.172402
O75569	1.662022894	0.0196255
Q86VN1	1.663513186	0.116995
Q6ZUM4	1.66356471	0.0116872
P62244	1.663916239	0.0100667
P26599	1.664846433	0.0208794
P32121	1.665457393	0.0118129
P50749	1.665961579	0.0100645
P17676	1.666472953	0.0281029
P29350	1.667687452	0.00475
P05771	1.668007516	0.0126632
Q00722	1.669548265	0.00954167
O75351	1.674332164	0.00872727
O43776	1.677408352	0.00994595
O43504	1.678646616	0.0230921
P55060	1.684543682	0.114114
Q8N6M0	1.68830273	0.0136538
Q07960	1.690999323	0.172275
Q13555	1.693298827	0.0118161
P62330	1.694609544	0.0117895
Q9NSD9	1.694953801	0.0262892
Q99615	1.696004075	0.00983178
Q9H3K6	1.697089393	0.0586715
O95685	1.698157313	0.0499921
O60701	1.698895541	0.0597214
Q9UNN5	1.699303626	0.0750423
Q07955	1.700879875	0.0153067
P50225	1.701160989	0.157093
P18206	1.701228068	0.924849
P15153	1.702624247	0.0231544
Q15418	1.703096345	0.00990476
Q13325	1.703307683	0.112158
P28838	1.704723309	0.0151532
P30825	1.705167944	0.0757009
Q05655	1.707435433	0.00977143
P46777	1.708434981	0.00463158
Q9UIK4	1.711998457	0.0317165
Q9Y6A4	1.713499601	0.0462268
P20936	1.714104164	0.0463162
P00558	1.71573852	0.0230993
Q7L591	1.717840701	0.00897959
P09110	1.719087083	0.0485622
P43405	1.721898669	0.0116098
P63173	1.722755075	0.00967273
P84095	1.723114306	0.0288739
P35240	1.723616212	0.00936364
O00429	1.723930854	0.153108
P15170	1.725627901	0.0117962
P57764	1.726123723	0.0131626
P62913	1.726961729	0.0116647
O15126	1.727602713	0.34875
Q658P3	1.72797348	0.0382819
Q8N392	1.730054043	0.0126526
Q13043	1.73250621	0.00985366
Q5T0T0	1.735840472	0.0609007
P60484	1.737654548	0.0249397
P19525	1.740917956	0.00984211
Q15349	1.741928966	0.0254081
Q12882	1.746697945	0.215752
P61011	1.748908536	0.0156883
P23528	1.750398183	0.00975
P43403	1.750612018	0.0106102
Q08752	1.754779792	0.0268047
O15498	1.756087417	0.0751536
P57772	1.758345967	0.0287549
P07332	1.758607103	0.00972043
P32969	1.76043726	0.0118121
Q02750	1.762543614	0.00914286
P84085	1.769441755	0.0377324
Q15283	1.77566923	0.0298681
Q5JSH3	1.776893741	0.00553846
Q9UBU9	1.778421831	0.0101695
Q9BY44	1.780215619	0.012
P41214	1.78122758	0.0468221
Q7Z5R6	1.781776829	0.0092973
Q9UPR0	1.786934827	0.032191
Q86UX7	1.788221525	0.00957303
Q9UGI8	1.788974154	0.00533333
Q9UNF0	1.792802814	0.0109268
Q5TEJ8	1.79503311	0.0109921
P18085	1.795434683	0.0603694
P09417	1.79652121	0.117619
P55769	1.796972654	0.0120303
Q5TB30	1.799005655	0.269134
P62888	1.805815972	0.0048
P49841	1.808422364	0.00864516
P55774	1.810261383	0.672357
Q15080	1.813221564	0.00483333
Q9BRR9	1.818170147	0.0121935
Q9BZV1	1.81961477	0.0185058
Q9UIA0	1.821312324	0.0193182
P62269	1.823331313	0.00912821
O15530	1.824667496	0.00888889
Q6IBS0	1.826246724	0.00514286
P00750	1.82651453	0.0239487
Q15208	1.833006745	0.00961702
P13639	1.839241281	0.00921739
P62847	1.839948294	0.00964706
O94819	1.849242636	0.00965854
P41240	1.854901534	0.0119137
Q9BR76	1.857250919	0.0824324
Q9H4E7	1.861988541	0.00853333
P49591	1.885388472	0.00982609
P31146	1.885906245	0.00342857
P16885	1.889571984	0.00984615
O95758	1.896948357	0.0184094
Q06187	1.911616486	0.00509091
Q99704	1.915919123	0.0153214
P51570	1.919178887	0.0230903
Q658K8	1.922636766	0.115196
Q96EP5	1.922863303	0.00916667
Q5JSP0	1.928665418	0.0364486
P09234	1.933984089	0.00992308
P50995	1.93485073	0.00990291
Q9Y6X5	1.94979686	0.0279195
Q9H299	1.950227253	0.788862
P27361	1.956718823	0.0093617
Q86W34	1.95825235	0.0623096
O75083	1.962107426	0.352934
P19878	1.965813248	0.00964706
P63244	1.96898466	0.015139
P14770	1.969200409	0.659336
Q9UKA9	1.972108603	0.0107241
Q9UNK0	1.974273418	0.012551
Q9BT23	1.974485527	0.00266667
Q12851	1.98335695	0.0430238
Q9GZZ1	1.993102308	0.0101754
Q15628	2.002489835	0.009
Q1MSJ5	2.014620137	0.0392035
P42331	2.014981022	0.18338
Q9P289	2.030459651	0.0316779
Q99685	2.062293976	0.105845
O75131	2.067513475	0.00997938
P38919	2.073989213	0.00978182
Q9H6A0	2.076627143	0.0639521
Q9Y316	2.100079198	0.0097037
P42338	2.103546238	0.0329652
P23743	2.126101759	0.0117303
Q96CP2	2.12807717	0.0427852
P29353	2.131207947	0.00492308
Q8N6H7	2.155181859	0.0093
P18031	2.157110998	0.00973494
Q01469	2.158421385	0.999564
Q03169	2.159078106	0.00841379
O15523	2.170003665	0.0460166
P62910	2.193565626	0.0118452
O95786	2.215810801	0.00973134
Q9Y6K5	2.216756844	0.0536
P52209	2.226720675	0.0197323
P42330	2.231922387	0.151971
P22694	2.232893721	0.0077037
Q05315	2.252948704	0.00917647
Q9NUU7	2.269477185	0.0885971
Q6UWF9	2.300959799	0.67106
Q7KZF4	2.331918765	0.00985185
P62829	2.381905689	0.006
Q7Z3C6	2.448320787	0.0100885
Q9BUP3	2.486962009	0.0364028
Q9Y616	2.577749195	0.00982178
Q8WVY7	2.731542356	0.0163013
P08779	3.700551468	0.91107
Q92896	6.183783014	0.856179
