Protein IDs	Ratio	pValue
P61077	1.166772299	0.369556
P61081	1.016948887	0.963103
P61088	1.271345768	0.201391
P61106	1.19437796	0.28386
P61158	0.962412422	0.941654
P61160	0.994109838	0.928726
P61163	0.876383579	0.512603
P61201	1.061053131	0.967858
P61204	1.313719229	0.257948
P61221	1.370707007	0.381665
P61224	1.187658217	0.618916
P61225	1.062665573	0.680311
P61247	1.404851253	0.11427
P61353	1.174580327	0.479195
P61421	1.311238574	0.234102
P61586	1.481762056	0.0249412
P61626	0.773604297	0.214514
P61923	1.066907323	0.711768
P61978	1.442886211	0.0247429
P61981	1.12837558	0.91591
P62081	1.235512471	0.320212
P62136	1.490326019	0.0402735
P62140	1.469533525	0.0998514
P62191	0.926628274	0.98099
P62195	1.135251782	0.443273
P62241	1.107603132	0.50543
P62244	1.428216534	0.0971789
P62249	1.205620438	0.344034
P62258	1.154586145	0.946647
P62263	1.341151409	0.0811918
P62266	1.282113622	0.248355
P62269	1.576339713	0.0438551
P62277	1.413105681	0.0963972
P62304	0.897228935	0.92439
P62310	1.044477889	0.894392
P62312	1.048700287	0.986471
P62314	1.124833745	0.679169
P62316	1.028419484	0.968116
P62318	1.042417383	0.994002
P62328	1.177345356	0.904527
P62330	1.572240104	0.0507485
P62333	1.084845182	0.626782
P62424	0.882434666	0.88805
P62495	1.056164092	0.952888
P62701	1.443188085	0.0524072
P62736	0.768370225	0.404911
P62750	1.404606706	0.0361132
P62753	1.575170622	0.0225517
P62805	0.569523027	0.0290769
P62820	0.901526989	0.754178
P62826	1.252972104	0.284657
P62829	1.471642673	0.190203
P62834	1.226324944	0.254474
P62847	1.671926134	0.0411148
P62851	1.31008502	0.123193
P62873	1.094479619	0.887114
P62879	1.140429663	0.746312
P62888	1.585992213	0.148721
P62899	1.185736155	0.548759
P62906	1.286000859	0.175879
P62910	1.472458614	0.0926618
P62913	1.477734411	0.137399
P62937	1.152493316	0.641505
P62942	0.607146767	0.104903
P62993	0.70022952	0.0584249
P63000	1.237824668	0.0921771
P63010	0.939826772	0.760108
P63092	1.167368164	0.533626
P63104	1.176161476	0.78948
P63173	1.462519337	0.0826032
P63208	0.756529854	0.284078
P63241	1.027133974	0.996697
P63244	1.61456243	0.2336
P63279	1.205250066	0.392945
P67775	0.99893266	0.646687
P67809	1.06343616	0.739747
P67936	0.476517273	0.277897
P68104	1.389588425	0.0424186
P68363	0.897210936	0.910737
P68366	0.593786222	0.317209
P68371	1.110394453	0.748033
P68402	0.941910738	0.805253
P68871	1.170076047	0.629885
P69891	1.502971916	0.633874
P69892	1.465223413	0.853998
P69905	1.216171624	0.789159
P78324	1.159448223	0.64635
P78344	1.277121053	0.183691
P78362	1.552644126	0.0540682
P78371	0.832257109	0.401427
P78417	1.067408159	0.80722
P78509	0.85896965	0.804775
P78539	0.691767659	0.429304
P80108	0.917162391	0.671806
P80188	0.795030273	0.369457
P80723	1.112966347	0.796826
P80748	1.107220279	0.582617
P81605	0.791038361	0.412207
P82979	1.336321309	0.328898
P83731	1.19605009	0.405615
P84085	1.662756696	0.116443
P84095	1.685603803	0.081904
P84103	1.409400314	0.0488516
P98171	1.46822246	0.0513455
P98172	0.903067866	0.935899
P98179	1.394873324	0.016
Q00013	0.972745029	0.969132
Q00341	1.247991791	0.633804
Q00610	0.844706716	0.632772
Q00688	1.159382952	0.260432
Q00722	1.73730909	0.01184
Q00796	1.437861696	0.581635
Q00839	0.93512062	0.849872
Q01082	1.444761145	0.124108
Q01130	1.293958389	0.272029
Q01432	1.275051715	0.214781
Q01433	0.798784095	0.911739
Q01469	1.447402937	0.379986
Q01518	1.048264518	0.826403
Q01629	0.914777317	0.560816
Q01813	0.87430839	0.671385
Q01844	1.32591227	0.125137
Q01970	0.797152249	0.299968
Q02094	0.528499032	0.362295
Q02413	0.886482475	0.398462
Q02750	1.287745823	0.28986
Q02878	1.050083044	0.916429
Q03169	2.149784258	0.00909091
Q03591	0.818845645	0.300692
Q04637	1.124553936	0.484414
Q04656	1.047981322	0.936618
Q04695	1.09835323	0.687209
Q04756	0.83462741	0.51695
Q04760	1.235513342	0.717299
Q04917	1.016251654	0.484247
Q04941	1.62840266	0.432962
Q05209	1.142680171	0.500736
Q05315	1.490767048	0.215032
Q05655	1.43863409	0.0825339
Q05707	0.672557672	0.169721
Q06033	0.772341389	0.255034
Q06187	1.536272474	0.0403826
Q06323	0.930432041	0.839665
Q06830	0.967760128	0.853529
Q07020	1.145762087	0.467836
Q07666	1.14107531	0.992886
Q07866	0.839275064	0.260198
Q07954	0.646763688	0.409487
Q07955	1.161161008	0.539859
Q07960	0.84742942	0.522221
Q08188	0.919091195	0.341811
Q08209	1.103699256	0.918274
Q08211	0.726432793	0.233622
Q08380	1.146313471	0.963524
Q08431	0.863605393	0.466996
Q08495	0.966811523	0.943879
Q08554	0.843528961	0.385541
Q08722	1.017534824	0.970285
Q08752	1.673567608	0.0974126
Q08830	0.772629739	0.72
Q09666	0.892031565	0.720203
Q0VDD8	1.053646695	0.644294
Q0VGL1	1.917617987	0.0390796
Q10567	1.171331623	0.433758
Q10588	1.109741679	0.908496
Q12797	0.657413793	0.321632
Q12802	1.806252526	0.0289
Q12805	0.764835055	0.138696
Q12846	0.836803571	0.952191
Q12851	2.286191365	0.0348077
Q12882	1.068519948	0.951061
Q12904	0.81129117	0.36924
Q12905	0.772954346	0.192753
Q12906	0.797649307	0.181311
Q12907	0.686272641	0.0462632
Q12913	1.021403064	0.741315
Q12931	1.079707611	0.936514
Q12979	1.421281303	0.596985
Q13043	1.719458964	0.00844444
Q13057	1.184866802	0.725615
Q13093	0.626808901	0.137479
Q13094	1.279766792	0.0986392
Q13103	0.778767806	0.208748
Q13136	1.532763533	0.0638995
Q13144	0.581310302	0.195325
Q13151	1.278533122	0.179675
Q13177	1.491884323	0.117889
Q13190	1.299804245	0.145981
Q13200	1.04151054	0.774525
Q13201	1.046123379	0.884758
Q13214	0.803223461	0.494856
Q13217	0.992279802	0.932692
Q13228	1.161082339	0.807849
Q13283	1.20018589	0.522636
Q13310	1.134380967	0.35275
Q13325	1.009441466	0.741163
Q13336	0.99627286	0.912785
Q13362	1.102870261	0.44762
Q13404	1.1892776	0.307017
Q13418	0.944308905	0.686853
Q13442	1.208752982	0.224558
Q13459	1.857643918	0.00769231
Q13464	1.25488146	0.0787731
Q13492	1.24590397	0.401249
Q13510	1.228380652	0.945939
Q13526	1.211960909	0.486236
Q13555	1.74617934	0.0413016
Q13561	1.036492483	0.916744
Q13576	0.817603602	0.655147
Q13609	0.817803769	0.33413
Q13616	0.760163545	0.259777
Q13618	0.786701023	0.362503
Q13619	0.803798786	0.572331
Q13642	0.798206843	0.205445
Q13790	0.827928564	0.301567
Q13822	0.702779875	0.234282
Q13838	1.253157336	0.384225
Q13867	0.946415071	0.812463
Q13885	0.94706351	0.951809
Q14005	1.049528493	0.915605
Q14008	1.2894148	0.179232
Q14011	0.954435204	0.665585
Q14103	1.427711755	0.0785254
Q14141	0.831888018	0.352257
Q14152	0.997937536	0.786949
Q14157	1.299735486	0.210415
Q14161	1.394047762	0.130458
Q14166	1.613073937	0.0227368
Q14203	1.04982704	0.773235
Q14204	1.015216256	0.792318
Q14213	0.594255491	0.260335
Q14240	1.001400281	0.845931
Q14247	0.905114069	0.832421
Q14254	1.287375282	0.337614
Q14258	1.438485909	0.0811498
Q14289	1.211488869	0.484059
Q14315	1.007201197	0.613097
Q14344	1.123483019	0.7888
Q14517	0.723920874	0.291629
Q14520	1.049882838	0.964812
Q14554	0.887716781	0.381713
Q14558	0.932541307	0.641484
Q14574	0.710119023	0.257933
Q14624	1.103896268	0.7672
Q14644	0.765035919	0.114911
Q14677	1.519017881	0.0224667
Q14689	1.738873438	0.0633265
Q14697	0.876118937	0.393021
Q14738	0.908639293	0.471119
Q14764	1.596120476	0.620567
Q14766	0.953699437	0.818793
Q14773	1.12296989	0.95416
Q14956	0.559384276	0.876378
Q14974	0.973149074	0.916615
Q14CB8	0.930544617	0.821217
Q15019	0.814602479	0.521172
Q15027	1.809585588	0.0178462
Q15046	1.46216915	0.0970141
Q15052	1.358824243	0.489684
Q15056	1.149926579	0.392458
Q15063	0.586142023	0.242961
Q15080	1.568121797	0.0315056
Q15084	0.905174157	0.96877
Q15109	0.620936134	0.2658
Q15113	0.714838746	0.285372
Q15149	0.751318805	0.248116
Q15166	0.825872303	0.318264
Q15172	1.612474067	0.0182439
Q15198	0.632655756	0.258249
Q15208	1.525887135	0.0949855
Q15223	1.533970992	0.205821
Q15233	1.12503576	0.299909
Q15283	1.579189106	0.0582703
Q15349	2.534678002	0.004
Q15365	1.244211985	0.412495
Q15366	1.335729327	0.246137
Q15404	0.942094591	0.620311
Q15418	1.702116323	0.0131429
Q15438	1.65033016	0.0685283
Q15485	0.536536301	0.159847
Q15517	0.929539788	0.462887
Q15555	1.139553347	0.555417
Q15582	0.817288334	0.445935
Q15628	1.548757423	0.10097
Q15631	0.904707492	0.487076
Q15691	1.160521055	0.482433
Q15722	1.148028827	0.654277
Q15746	0.698488734	0.226585
Q15758	1.267505912	0.56212
Q15762	0.745987625	0.227207
Q15785	1.502054813	0.243196
Q15796	1.521250813	0.0227556
Q15833	1.113634786	0.839604
Q15848	0.789210591	0.842277
Q15907	1.098424306	0.591753
Q15942	0.836524809	0.810755
Q16181	0.767722809	0.193414
Q16270	0.736301984	0.193144
Q16394	0.582669617	0.0703063
Q16401	0.949289237	0.771427
Q16512	1.447259055	0.0248358
Q16531	0.993241071	0.574642
Q16537	1.556018473	0.0452185
Q16539	1.101249179	0.463846
Q16555	0.953681407	0.789672
Q16563	0.893411112	0.340097
Q16610	1.389992756	0.637896
Q16644	1.510547055	0.0250794
Q16674	0.689060475	0.0675215
Q16775	1.31567001	0.487676
Q16822	0.221306557	0.679775
Q16851	1.293602166	0.549494
Q1MSJ5	2.049465406	0.284218
Q27J81	0.722441625	0.0558444
Q2M2I8	1.428104985	0.0711031
Q2M2W7	0.651414979	0.22677
Q3YEC7	1.360640053	0.130209
Q3ZCW2	0.796534577	0.460177
Q4G0M1	0.432572676	0.334259
Q4KMP7	1.343917189	0.268012
Q4KMQ2	0.879831008	0.77721
Q4LDE5	0.527322463	0.207535
Q52LJ0	0.631423089	0.86565
Q53EL6	1.34729657	0.0791167
Q53H76	0.770244646	0.570068
Q53QZ3	1.409424135	0.0691376
Q53RD9	0.819702351	0.588628
Q53TN4	1.026258487	0.873541
Q59EK9	0.473563204	0.0116923
Q5D862	0.962124587	0.671117
Q5JSH3	1.44254807	0.0673143
Q5JSL3	1.137978221	0.555074
Q5JSP0	1.561223915	0.235766
Q5K651	1.662345198	0.131243
Q5T0F9	1.326066246	0.193187
Q5T0T0	1.322365649	0.384939
Q5T3F8	1.211537527	0.39317
Q5TB30	1.252093378	0.636247
Q5TC84	1.433383315	0.130245
Q5TDH0	1.104803702	0.491328
Q5TEC6	0.457315515	0.0454765
Q5TEJ8	1.771147161	0.03268
Q5VW32	1.218339799	0.680077
Q658K8	1.179813826	0.951974
Q658P3	1.426098776	0.246179
Q66K74	1.571431627	0.0565967
Q687X5	1.692449435	0.25483
Q6E0U4	1.044803171	0.855804
Q6FHJ7	0.70084527	0.0970318
Q6IA69	1.248232393	0.642255
Q6IAA8	1.147866667	0.396198
Q6IBS0	1.456901961	0.0544181
Q6JBY9	1.687494587	0.0113043
Q6K0P9	0.794210724	0.649373
Q6P1N0	1.113527902	0.490331
Q6P589	1.166487497	0.277165
Q6P988	0.715039426	0.115795
Q6PKG0	1.213147455	0.452293
Q6Q788	0.638093547	0.10281
Q6UWD8	1.027936017	0.876176
Q6UWE0	1.692113756	0.137154
Q6UWF9	4.455089353	0.392106
Q6UWH4	0.661778462	0.336392
Q6UWY5	0.771338667	0.521218
Q6UX71	0.617522932	0.258346
Q6UXH0	0.576107339	0.108946
Q6UXI7	0.702693481	0.234557
Q6UXI9	0.713842626	0.0393571
Q6UY14	0.798259424	0.57791
Q6VY07	1.673210754	0.00821053
Q6WKZ4	1.527214542	0.0299753
Q6WN34	1.068415861	0.918324
Q6X784	0.961875977	0.837906
Q6XQN6	1.075562192	0.673
Q6ZT62	1.29884406	0.205676
Q6ZUJ8	1.244338755	0.407162
Q6ZUM4	1.711437076	0.0162353
Q709C8	0.683866483	0.564677
Q70J99	1.052589585	0.888094
Q71RC9	0.974560728	0.830129
Q76LX8	0.880328573	0.419453
Q7KZF4	1.532724138	0.328709
Q7KZI7	1.503039896	0.0308046
Q7L1Q6	1.192935872	0.544235
Q7L2H7	0.763910033	0.669572
Q7L576	0.826335246	0.233556
Q7L591	1.468899997	0.0401754
Q7L7X3	1.081042326	0.528611
Q7LDG7	1.398220751	0.112997
Q7Z3C6	1.460627904	0.276509
Q7Z4W1	0.896326356	0.77484
Q7Z5R6	1.504573873	0.0686267
Q7Z6I6	1.393927215	0.115988
Q7Z794	0.990921743	0.563637
Q7Z7A4	1.569308604	0.0229804
Q7Z7G0	0.698964338	0.260109
Q86TU7	1.421200046	0.150998
Q86U17	0.674424345	0.0438592
Q86U42	1.246853081	0.354422
Q86UD1	0.711498319	0.165236
Q86UE4	1.17282563	0.385795
Q86UX7	1.180930382	0.679997
Q86V81	1.44855989	0.0410333
Q86VN1	1.357401757	0.642406
Q86VP6	0.885799525	0.875873
Q86W34	2.201370806	0.150827
Q86YQ8	1.305057214	0.415984
Q86YV0	1.644362962	0.00833333
Q8IU68	1.02596768	0.983169
Q8IV04	1.492723829	0.0254085
Q8IWA5	1.161243292	0.675059
Q8IWU5	0.990351661	0.914416
Q8IX19	2.054792753	0.310627
Q8IYJ3	1.603385471	0.044
Q8IYT4	1.154116123	0.667552
Q8IZ83	1.00235283	0.756863
Q8IZP0	0.894109808	0.549505
Q8N1G4	1.31460607	0.0586458
Q8N1N4	0.922306689	0.319201
Q8N392	1.283747865	0.434067
Q8N474	0.728652491	0.106134
Q8N5K1	0.729942845	0.404387
Q8N6H7	1.397773055	0.258043
Q8N6M0	1.287684141	0.137737
Q8N6Q3	1.045501482	0.823963
Q8N7M0	1.01454818	0.976595
Q8N9N7	1.093608142	0.837581
Q8NB16	1.32065892	0.248636
Q8NBI5	1.204347732	0.30453
Q8NBP7	0.632108759	0.112286
Q8NBZ7	0.757403675	0.0676923
Q8NC51	1.362636087	0.249016
Q8NCG7	0.925707845	0.546333
Q8NCH0	0.737734032	0.157406
Q8ND56	1.410007235	0.139731
Q8NDX1	1.785431713	0.0255625
Q8NDZ4	0.833043966	0.555541
Q8NE71	1.444416585	0.084973
Q8NES3	0.698267359	0.428277
Q8NET6	0.666058273	0.0364074
Q8NF50	0.537255993	0.789592
Q8NFW8	0.835627048	0.787743
Q8NHG7	1.023957864	0.954049
Q8NI99	0.893345223	0.563838
Q8TB03	1.434030395	0.16502
Q8TB73	0.887589774	0.318987
Q8TCF1	1.016437475	0.760591
Q8TCU6	1.683760853	0.0284675
Q8TD19	0.821141696	0.781586
Q8TD55	1.338622846	0.427052
Q8TDL5	1.090555143	0.936899
Q8TDX7	1.355209452	0.0706244
Q8TDZ2	1.209153809	0.405598
Q8TEA8	0.883015998	0.340593
Q8TER0	0.719901432	0.463635
Q8TF42	1.004737577	0.837383
Q8WU79	1.637484351	0.0758276
Q8WUA8	0.43259285	0.0455676
Q8WUJ3	0.841813105	0.915889
Q8WUM4	1.28382566	0.152201
Q8WUR7	1.377489652	0.198471
Q8WUW1	0.740472702	0.0984
Q8WVY7	1.707949987	0.351761
Q8WW22	0.766375042	0.646221
Q8WWI5	1.086446623	0.95106
Q8WY91	1.47101112	0.821546
Q8WZ42	0.66608346	0.0854866
Q92499	1.230301747	0.250745
Q92522	0.909554787	0.721634
Q92530	0.805196844	0.844385
Q92542	0.978188584	0.952774
Q92556	0.898260151	0.697159
Q92608	0.799664257	0.101258
Q92614	0.772994226	0.172868
Q92619	1.376110036	0.131308
Q92626	0.965729473	0.833618
Q92734	1.287830928	0.233899
Q92743	0.823465837	0.563673
Q92765	0.70559819	0.0408595
Q92783	1.137868235	0.429002
Q92804	1.414145306	0.12139
Q92835	0.781081314	0.220308
Q92841	1.331199665	0.120692
Q92882	1.381368595	0.192607
Q92888	1.409004497	0.0289114
Q92890	1.135348844	0.511914
Q92896	3.795298103	0.575124
Q92900	1.615662547	0.0587789
Q92905	1.321489902	0.224381
Q92930	1.363699252	0.0846693
Q92945	1.330212607	0.131526
Q92954	0.855868721	0.218793
Q92974	1.164145957	0.398422
Q93015	1.586339627	0.079046
Q93033	1.550038361	0.212502
Q93034	0.897961419	0.778999
Q93050	1.320325481	0.287396
Q969F9	0.667592387	0.751059
Q969X1	1.184692205	0.897143
Q96AE4	1.508770757	0.0228085
Q96AG4	1.376369795	0.125714
Q96AQ6	0.723475238	0.393166
Q96B97	1.324774635	0.423392
Q96BJ3	0.800325959	0.414246
Q96BX8	1.269682732	0.233523
Q96C24	0.694425857	0.276498
Q96CG8	0.685971069	0.195524
Q96CP2	1.573208079	0.150852
Q96DE0	0.953827592	0.265129
Q96EP5	1.605340137	0.0786383
Q96EY5	1.746949229	0.0271467
Q96FZ7	0.938116619	0.916349
Q96H20	1.156713207	0.463132
Q96HF1	0.736622296	0.297425
Q96IY4	0.870001872	0.629612
Q96JH7	1.566174341	0.122542
Q96K17	1.246148948	0.262637
Q96KN2	0.781378313	0.423811
Q96L46	0.834996938	0.381925
Q96NA2	1.229602016	0.597983
Q96P11	1.942279461	0.0220741
Q96P63	1.060307645	0.654073
Q96PD5	0.752236509	0.244308
Q96PL5	1.126547103	0.748361
Q96QH2	1.531288148	0.0271892
Q96RF0	2.018607318	0.00266667
Q96RU3	1.472268871	0.0639596
Q96S96	0.743912538	0.915885
Q96SI9	1.008175647	0.950593
Q96T51	1.452890138	0.98868
Q99436	0.958349977	0.849248
Q99439	1.464302342	0.156464
Q99460	1.164359203	0.401071
Q99490	1.409630353	0.107695
Q99497	0.966001817	0.70457
Q99536	1.062008017	0.951876
Q99615	1.481856957	0.0853282
Q99685	1.169651802	0.881294
Q99704	1.430619353	0.217641
Q99715	0.788397784	0.607596
Q99729	1.338353729	0.0791605
Q99733	1.040507319	0.875676
Q99808	1.079436782	0.620764
Q99828	1.717785798	0.192818
Q99829	1.508815056	0.125117
Q99832	0.658469891	0.0383636
Q99941	0.696420294	0.165212
Q99961	1.352996265	0.183774
Q99969	0.768949018	0.262299
Q99972	0.706169265	0.784168
Q99986	1.290294289	0.505113
Q99988	0.555794277	0.122068
Q9BQ61	1.16852234	0.273843
Q9BR76	1.120559294	0.957629
Q9BRG1	1.379127894	0.136675
Q9BRR9	1.631912013	0.016625
Q9BSJ8	1.35889358	0.393213
Q9BSL1	0.641694009	0.593196
Q9BT23	1.425779009	0.0685258
Q9BT78	0.996630037	0.865631
Q9BTU6	1.168877983	0.470188
Q9BU40	0.647567518	0.198024
Q9BUJ2	1.292165548	0.316424
Q9BUL8	1.195789867	0.143848
Q9BUP3	1.765611516	0.526685
Q9BWP8	0.768340025	0.306606
Q9BWS9	0.791920078	0.354675
Q9BXJ4	0.884871495	0.756919
Q9BXJ9	1.429545534	0.0541124
Q9BXN1	0.737047138	0.233956
Q9BXR6	0.887368228	0.480042
Q9BXS5	1.124660959	0.61277
Q9BY44	1.421954102	0.198877
Q9BY76	0.61007658	0.721741
Q9BYC5	1.31231687	0.872582
Q9BZ23	1.111521765	0.814683
Q9BZF1	1.486242415	0.0302737
Q9BZQ8	0.79679855	0.812821
Q9BZV1	2.023672592	0.0327767
Q9BZZ5	1.165887583	0.603592
Q9C0C9	0.888663424	0.608157
Q9GZT8	0.818329951	0.562312
Q9GZZ1	1.266992878	0.549048
Q9H078	1.107291007	0.555714
Q9H0B8	0.856707445	0.514425
Q9H0U4	0.947590013	0.861021
Q9H223	1.45793598	0.214
Q9H251	0.763454983	0.229828
Q9H299	1.030876857	0.775493
Q9H2G2	1.253040298	0.445423
Q9H2K8	1.422083663	0.0781631
Q9H3K6	1.29993642	0.272437
Q9H3S7	0.992889339	0.875911
Q9H3U1	1.27386931	0.620133
Q9H444	1.061634297	0.66928
Q9H479	0.65784252	0.238412
Q9H4B7	0.699915187	0.617198
Q9H4E7	1.957260939	0.0032
Q9H4G4	0.95389077	0.996019
Q9H4M9	1.436773595	0.0442963
Q9H6A0	1.885356747	0.249438
Q9H6X2	0.686175621	0.285079
Q9H8L6	0.783961617	0.130286
Q9H8M5	1.073922588	0.613124
Q9H8W4	1.137604909	0.450922
Q9H939	1.653904806	0.0128276
Q9H9C1	1.051718432	0.278869
Q9H9H4	1.594921808	0.0745965
Q9HA64	1.231767799	0.285231
Q9HAV0	1.207636636	0.458694
Q9HBI0	1.480118162	0.0389189
Q9HBI1	0.781086806	0.151161
Q9HC35	1.405540442	0.177609
Q9HCB6	0.59832566	0.0808361
Q9HDC9	0.577911856	0.123784
Q9NP58	1.022678934	0.681552
Q9NP59	1.086076858	0.993745
Q9NP79	1.267594868	0.103779
Q9NP80	1.975305669	0.898276
Q9NPF2	0.771675936	0.88797
Q9NPF5	1.598186312	0.238163
Q9NQ79	0.630743076	0.027
Q9NR12	0.750528688	0.91957
Q9NR31	1.27084124	0.541689
Q9NR45	1.312130093	0.533263
Q9NR50	0.460325176	0.00746667
Q9NR56	0.86478797	0.458909
Q9NR99	0.583602911	0.13328
Q9NRN5	0.796692279	0.574541
Q9NRQ2	1.053819753	0.294442
Q9NRW1	0.946967071	0.72745
Q9NRW7	1.210654252	0.401185
Q9NRY5	0.936856602	0.655852
Q9NS28	1.309821081	0.139798
Q9NS86	1.007690593	0.873934
Q9NSD9	1.439716455	0.21947
Q9NT62	0.763300062	0.44974
Q9NTJ5	0.748911951	0.365632
Q9NTK5	1.073898281	0.803492
Q9NTM9	1.274707414	0.286872
Q9NUU7	1.400093533	0.821681
Q9NUV9	1.112597058	0.851032
Q9NVJ2	0.893954678	0.767571
Q9NWX6	1.086963728	0.937543
Q9NX76	0.80017202	0.434291
Q9NZB2	1.712395331	0.0521446
Q9NZK5	0.613495447	0.227938
Q9NZN3	1.274714701	0.14576
Q9NZN4	1.187642162	0.368671
Q9NZP8	1.01530936	0.832821
Q9NZT1	0.627185947	0.125294
Q9NZZ3	1.238065647	0.13846
Q9P0G3	0.690771209	0.946778
Q9P107	1.181372549	0.425849
Q9P258	1.354470143	0.36889
Q9P289	1.414841817	0.403921
Q9P2E3	0.597211691	0.131486
Q9P2J5	1.339941743	0.241473
Q9UBP0	1.465289798	0.01
Q9UBQ5	0.791350713	0.415678
Q9UBQ7	1.081218841	0.93544
Q9UBS4	0.705853252	0.391776
Q9UBU9	1.979247256	0.006
Q9UBW5	1.160381472	0.358631
Q9UBX1	0.595280043	0.249286
Q9UBX5	0.800162261	0.392176
Q9UEW3	0.853321991	0.533766
Q9UEY8	0.978926217	0.775782
Q9UGI8	1.46953618	0.030913
Q9UGM5	0.893578224	0.393055
Q9UHD8	0.923714908	0.87072
Q9UHG3	0.71653263	0.074177
Q9UHW9	1.406218591	0.116358
Q9UIA0	2.434596462	0.00895238
Q9UIK4	1.701516715	0.06709
Q9UIQ6	1.190705193	0.563761
Q9UJ70	1.562213093	0.142473
Q9UJC5	0.733661972	0.340825
Q9UJU6	0.838409755	0.982376
Q9UJW0	0.724067116	0.601271
Q9UK45	1.249555898	0.216221
Q9UK55	1.000895995	0.91284
Q9UK59	1.275674623	0.317606
Q9UK96	0.76406028	0.87326
Q9UKA9	1.593023389	0.123278
Q9UKD2	1.217840336	0.43373
Q9UKM9	1.078768902	0.897673
Q9UKV8	1.021545196	0.921619
Q9UKY7	0.932344797	0.562834
Q9UKZ9	0.877005772	0.508561
Q9UL18	1.003846633	0.816164
Q9UL25	1.567486207	0.002
Q9ULA0	1.031212186	0.815375
Q9ULC4	1.208740064	0.477244
Q9ULH1	0.975615202	0.995296
Q9ULV4	1.186313061	0.368962
Q9UM07	1.185623702	0.691079
Q9UMS6	0.768742431	0.216954
Q9UN37	1.330448337	0.0918519
Q9UNF0	1.516321208	0.131645
Q9UNK0	1.23329382	0.285333
Q9UNM6	0.96679852	0.995024
Q9UNN5	2.061242996	0.0578478
Q9UNQ0	0.732417162	0.968911
Q9UNZ2	1.632456043	0.15178
Q9UPR0	1.736435345	0.0305957
Q9UPT5	1.320119824	0.771881
Q9UQ13	1.320278774	0.0529762
Q9UQ80	0.984755091	0.840882
Q9UQN3	0.479052924	0.816083
Q9Y224	0.946841046	0.765222
Q9Y230	1.134035546	0.443384
Q9Y237	1.220547558	0.544235
Q9Y251	0.860953572	0.645918
Q9Y265	1.090341613	0.715786
Q9Y274	0.922493038	0.62966
Q9Y277	0.721290661	0.656574
Q9Y295	1.521121816	0.041312
Q9Y2H0	1.363486277	0.101128
Q9Y2H1	1.276457904	0.358388
Q9Y2Q3	0.828937365	0.844292
Q9Y2Q5	1.250853466	0.257891
Q9Y2R2	2.517372853	0.0589418
Q9Y2U5	1.851171064	0.0197143
Q9Y2V2	1.328522456	0.115776
Q9Y315	0.881624258	0.737084
Q9Y316	1.604186489	0.0822329
Q9Y371	1.6204182	0.0986758
Q9Y3A5	1.118082247	0.555981
Q9Y3C5	0.890600062	0.662196
Q9Y3D6	0.791796088	0.423877
Q9Y3E7	1.190535808	0.192846
Q9Y3I0	1.284686736	0.100977
Q9Y3I1	0.649727644	0.0828819
Q9Y3Q8	1.021626163	0.748676
Q9Y3U8	1.121959853	0.424178
Q9Y3Z3	0.590602881	0.741221
Q9Y450	1.390727753	0.0361143
Q9Y490	0.892503616	0.626613
Q9Y4D1	0.96160805	0.949967
Q9Y4F9	1.202664007	0.309483
Q9Y4G2	0.716287567	0.116012
Q9Y4G8	0.844423917	0.647286
Q9Y4H4	1.252486785	0.60051
Q9Y4L1	0.965961894	0.909668
Q9Y4Z0	1.284362695	0.387681
Q9Y5A7	1.367129933	0.193223
Q9Y5C1	0.64316009	0.248045
Q9Y5K6	0.922007451	0.798968
Q9Y5P6	1.13292033	0.811237
Q9Y5S9	1.101817173	0.811588
Q9Y5X3	1.496081595	0.044979
Q9Y613	0.708920921	0.24721
Q9Y616	2.429417415	0.0424962
Q9Y624	1.0276026	0.985387
Q9Y662	0.842737178	0.307512
Q9Y6A4	1.663144263	0.137376
Q9Y6C2	1.055953315	0.829624
Q9Y6E2	1.220745312	0.321154
Q9Y6K5	1.317962615	0.463249
Q9Y6W3	1.49509756	0.0542069
Q9Y6X5	1.325742003	0.582903
Q9Y6Z7	0.777340669	0.265988
